<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
18.12.2018;109860;109880;109830;109830
18.12.2018;109840;109870;109830;109830
18.12.2018;109830;109890;109820;109820
18.12.2018;109820;109840;109760;109770
18.12.2018;109770;109830;109760;109820
18.12.2018;109810;109860;109800;109820
18.12.2018;109820;109840;109770;109780
18.12.2018;109790;109810;109740;109810
18.12.2018;109810;109840;109810;109820
18.12.2018;109810;109870;109800;109840
18.12.2018;109840;109850;109800;109800
18.12.2018;109800;109870;109800;109870
18.12.2018;109870;109920;109870;109910
18.12.2018;109920;109960;109910;109950
18.12.2018;109950;109970;109910;109910
18.12.2018;109930;109940;109860;109870
18.12.2018;109880;109890;109820;109830
18.12.2018;109820;109840;109800;109830
18.12.2018;109840;109890;109830;109880
18.12.2018;109870;109880;109860;109870
18.12.2018;109870;109880;109840;109840
18.12.2018;109850;109870;109840;109850
18.12.2018;109840;109840;109800;109810
18.12.2018;109820;109900;109820;109900
18.12.2018;109900;109930;109880;109890
18.12.2018;109900;109990;109890;109940
18.12.2018;109930;110010;109930;110010
18.12.2018;110010;110150;110010;110090
18.12.2018;110100;110150;110010;110050
18.12.2018;110060;110090;110030;110060
18.12.2018;110070;110080;110010;110020
18.12.2018;110030;110060;110010;110040
18.12.2018;110060;110070;109990;110000
18.12.2018;109990;109990;109920;109940
18.12.2018;109940;109940;109880;109880
18.12.2018;109880;109890;109830;109840
18.12.2018;109840;109840;109680;109700
18.12.2018;109710;109800;109700;109760
18.12.2018;109780;109780;109730;109780
18.12.2018;109780;109780;109730;109750
18.12.2018;109750;109760;109700;109710
18.12.2018;109700;109740;109670;109740
18.12.2018;109730;109750;109680;109690
18.12.2018;109690;109690;109630;109650
18.12.2018;109650;109650;109580;109590
18.12.2018;109600;109610;109550;109570
18.12.2018;109570;109640;109560;109590
18.12.2018;109580;109660;109550;109660
18.12.2018;109660;109740;109650;109710
18.12.2018;109690;109750;109690;109740
18.12.2018;109750;109760;109680;109700
18.12.2018;109710;109850;109710;109830
18.12.2018;109820;109850;109700;109740
18.12.2018;109740;109750;109690;109720
18.12.2018;109720;109730;109700;109730
18.12.2018;109720;109830;109710;109830
18.12.2018;109830;109840;109800;109820
18.12.2018;109820;109840;109790;109790
18.12.2018;109780;109830;109760;109800
18.12.2018;109800;109860;109790;109820
18.12.2018;109810;109850;109800;109850
18.12.2018;109850;109860;109790;109800
18.12.2018;109810;109830;109780;109820
18.12.2018;109820;109900;109810;109860
18.12.2018;109860;109910;109860;109880
18.12.2018;109880;109900;109750;109750
18.12.2018;109760;109780;109710;109710
18.12.2018;109700;109750;109680;109730
18.12.2018;109720;109850;109700;109810
18.12.2018;109800;109810;109790;109800
18.12.2018;109780;109810;109780;109780
18.12.2018;109770;109870;109770;109870
18.12.2018;109860;109890;109840;109870
18.12.2018;109870;109970;109870;109960
18.12.2018;109950;110030;109940;109980
18.12.2018;109980;110090;109970;110070
18.12.2018;110080;110120;110040;110060
18.12.2018;110070;110090;110040;110060
18.12.2018;110060;110100;110020;110030
18.12.2018;110030;110040;109960;110000
18.12.2018;110000;110040;110000;110020
18.12.2018;110020;110040;109980;109980
18.12.2018;109980;110100;109980;110050
18.12.2018;110070;110100;110010;110010
18.12.2018;110010;110030;109920;109930
18.12.2018;109930;109940;109830;109830
18.12.2018;109840;109910;109830;109870
18.12.2018;109860;109870;109820;109860
18.12.2018;109860;109910;109840;109860
18.12.2018;109870;109940;109870;109900
18.12.2018;109890;109900;109830;109870
18.12.2018;109870;109920;109840;109850
18.12.2018;109860;109890;109810;109830
18.12.2018;109830;109920;109830;109890
18.12.2018;109900;109930;109780;109830
18.12.2018;109840;109910;109840;109890
18.12.2018;109890;109930;109760;109840
18.12.2018;109850;109910;109760;109780
18.12.2018;109780;109890;109780;109860
18.12.2018;109870;109910;109870;109900
18.12.2018;109890;109890;109780;109790
18.12.2018;109790;109900;109780;109880
18.12.2018;109890;109910;109870;109910
18.12.2018;109900;109920;109840;109840
18.12.2018;109850;109930;109850;109920
18.12.2018;109920;109950;109870;109940
18.12.2018;109950;109960;109890;109910
18.12.2018;109920;110020;109920;109970
18.12.2018;109970;110170;109960;110160
18.12.2018;110150;110250;110140;110220
18.12.2018;110220;110230;110140;110150
18.12.2018;110160;110180;110130;110160
18.12.2018;110150;110170;110090;110100
18.12.2018;110090;110150;110070;110130
18.12.2018;110130;110180;110120;110130
18.12.2018;110110;110140;110080;110130
18.12.2018;110140;110310;110120;110280
18.12.2018;110280;110350;110280;110310
18.12.2018;110290;110310;110250;110280
18.12.2018;110290;110300;110200;110200
18.12.2018;110210;110290;110200;110280
18.12.2018;110280;110330;110240;110240
18.12.2018;110250;110360;110240;110250
18.12.2018;110250;110290;110160;110180
18.12.2018;110190;110200;110120;110140
18.12.2018;110160;110160;110100;110110
18.12.2018;110110;110200;110100;110120
18.12.2018;110120;110140;110060;110130
18.12.2018;110140;110210;110140;110170
18.12.2018;110170;110330;110170;110300
18.12.2018;110300;110310;110210;110220
18.12.2018;110220;110240;110170;110190
18.12.2018;110190;110220;110160;110170
18.12.2018;110160;110200;110100;110100
18.12.2018;110110;110140;110060;110110
18.12.2018;110120;110160;110100;110140
18.12.2018;110150;110190;110120;110170
18.12.2018;110170;110250;110170;110210
18.12.2018;110220;110300;110210;110210
18.12.2018;110200;110220;110130;110140
18.12.2018;110140;110140;110050;110090
18.12.2018;110090;110160;110080;110160
18.12.2018;110160;110180;110090;110130
18.12.2018;110130;110130;110090;110090
18.12.2018;110090;110200;110090;110170
18.12.2018;110180;110200;110150;110200
18.12.2018;110200;110240;110150;110230
18.12.2018;110220;110240;110190;110200
18.12.2018;110210;110220;110170;110210
18.12.2018;110210;110260;110210;110230
18.12.2018;110240;110310;110210;110300
18.12.2018;110300;110380;110290;110320
18.12.2018;110320;110360;110310;110340
18.12.2018;110330;110420;110320;110390
18.12.2018;110390;110440;110390;110400
18.12.2018;110400;110510;110390;110510
18.12.2018;110510;110540;110490;110530
18.12.2018;110510;110540;110450;110480
18.12.2018;110490;110510;110430;110430
18.12.2018;110430;110470;110410;110410
18.12.2018;110420;110440;110340;110360
18.12.2018;110360;110370;110300;110310
18.12.2018;110310;110390;110270;110360
18.12.2018;110360;110380;110220;110240
18.12.2018;110250;110260;110180;110200
18.12.2018;110200;110220;110180;110200
18.12.2018;110220;110250;110120;110230
18.12.2018;110040;110060;108920;109770
18.12.2018;109780;109820;109210;109690
18.12.2018;109700;109800;109670;109800
18.12.2018;109810;109860;109730;109730
18.12.2018;109720;109830;109720;109800
18.12.2018;109800;109830;109750;109800
18.12.2018;109790;109830;109770;109780
18.12.2018;109770;109820;109700;109800
18.12.2018;109810;109890;109760;109820
18.12.2018;109830;109860;109790;109840
18.12.2018;109830;109840;109770;109790
18.12.2018;109780;109850;109770;109850
18.12.2018;109850;109860;109790;109800
18.12.2018;109810;109850;109810;109810
18.12.2018;109800;109840;109800;109840
18.12.2018;109830;109850;109750;109750
18.12.2018;109750;109750;109680;109690
18.12.2018;109700;109720;109650;109670
18.12.2018;109660;109710;109650;109660
18.12.2018;109680;109720;109650;109700
18.12.2018;109700;109710;109640;109660
18.12.2018;109660;109660;109600;109600
18.12.2018;109600;109630;109570;109580
18.12.2018;109580;109580;109470;109530
18.12.2018;109530;109550;109440;109460
18.12.2018;109450;109460;109290;109460
18.12.2018;109450;109530;109410;109460
18.12.2018;109450;109470;109360;109420
18.12.2018;109420;109490;109400;109440
18.12.2018;109440;109450;109380;109450
18.12.2018;109450;109510;109410;109510
18.12.2018;109490;109510;109410;109440
18.12.2018;109430;109500;109430;109480
18.12.2018;109490;109550;109480;109540
18.12.2018;109540;109550;109480;109520
18.12.2018;109530;109550;109470;109500
18.12.2018;109490;109540;109470;109500
18.12.2018;109520;109550;109500;109550
18.12.2018;109540;109550;109530;109550
18.12.2018;109540;109550;109520;109530
18.12.2018;109540;109550;109480;109480
18.12.2018;109480;109540;109450;109520
18.12.2018;109510;109550;109510;109510
18.12.2018;109500;109510;109470;109480
18.12.2018;109490;109520;109400;109450
18.12.2018;109460;109490;109380;109480
18.12.2018;109490;109520;109460;109510
18.12.2018;109500;109550;109500;109510
18.12.2018;109510;109540;109500;109520
18.12.2018;109520;109550;109510;109530
18.12.2018;109540;109550;109520;109540
18.12.2018;109540;109550;109510;109520
18.12.2018;109530;109540;109490;109500
18.12.2018;109510;109520;109460;109480
18.12.2018;109480;109480;109420;109440
18.12.2018;109440;109450;109400;109400
18.12.2018;109400;109400;109320;109350
18.12.2018;109350;109390;109270;109320
18.12.2018;109330;109350;109280;109320
18.12.2018;109310;109320;109250;109290
18.12.2018;109290;109310;109230;109250
18.12.2018;109240;109350;109240;109320
18.12.2018;109340;109380;109320;109350
18.12.2018;109350;109350;109300;109330
18.12.2018;109340;109380;109330;109370
18.12.2018;109360;109450;109350;109450
18.12.2018;109450;109500;109450;109490
18.12.2018;109490;109510;109440;109470
18.12.2018;109480;109520;109470;109500
18.12.2018;109490;109550;109470;109510
18.12.2018;109510;109570;109490;109520
18.12.2018;109530;109530;109480;109510
18.12.2018;109500;109510;109470;109490
18.12.2018;109470;109490;109450;109480
18.12.2018;109490;109520;109480;109510
18.12.2018;109500;109550;109470;109480
18.12.2018;109490;109490;109450;109490
18.12.2018;109490;109530;109490;109530
18.12.2018;109520;109530;109500;109520
18.12.2018;109530;109570;109530;109540
18.12.2018;109540;109580;109510;109570
18.12.2018;109570;109580;109530;109560
18.12.2018;109560;109560;109520;109530
18.12.2018;109530;109530;109500;109500
18.12.2018;109500;109510;109490;109490
18.12.2018;109490;109500;109460;109500
18.12.2018;109490;109490;109450;109460
18.12.2018;109470;109470;109410;109450
18.12.2018;109440;109440;109380;109380
18.12.2018;109380;109410;109380;109400
18.12.2018;109400;109400;109320;109360
18.12.2018;109360;109430;109360;109420
18.12.2018;109410;109470;109410;109450
18.12.2018;109440;109470;109420;109420
18.12.2018;109430;109440;109410;109430
18.12.2018;109420;109460;109410;109450
18.12.2018;109460;109520;109450;109500
18.12.2018;109500;109500;109470;109480
18.12.2018;109480;109510;109480;109500
18.12.2018;109480;109480;109430;109480
18.12.2018;109480;109480;109420;109420
18.12.2018;109420;109440;109400;109440
18.12.2018;109450;109500;109440;109490
18.12.2018;109500;109560;109500;109540
18.12.2018;109550;109550;109480;109510
18.12.2018;109510;109510;109460;109490
18.12.2018;109500;109500;109430;109460
18.12.2018;109460;109460;109430;109460
18.12.2018;109450;109480;109430;109480
18.12.2018;109490;109530;109480;109510
18.12.2018;109510;109550;109490;109550
18.12.2018;109560;109560;109480;109500
18.12.2018;109520;109560;109510;109530
18.12.2018;109530;109640;109530;109580
18.12.2018;109580;109630;109550;109600
18.12.2018;109620;109780;109620;109750
18.12.2018;109730;109740;109650;109650
18.12.2018;109660;109670;109600;109600
18.12.2018;109600;109660;109600;109660
18.12.2018;109650;109660;109620;109620
18.12.2018;109620;109650;109570;109590
18.12.2018;109580;109640;109560;109590
18.12.2018;109590;109600;109520;109530
18.12.2018;109520;109550;109490;109540
18.12.2018;109540;109560;109490;109530
18.12.2018;109530;109530;109390;109460
18.12.2018;109470;109480;109440;109460
18.12.2018;109440;109450;109400;109400
18.12.2018;109400;109410;109380;109400
18.12.2018;109390;109440;109360;109440
18.12.2018;109440;109480;109430;109430
18.12.2018;109450;109490;109430;109460
18.12.2018;109450;109480;109410;109420
18.12.2018;109430;109480;109420;109460
18.12.2018;109470;109510;109470;109510
18.12.2018;109500;109500;109400;109410
18.12.2018;109400;109460;109400;109460
18.12.2018;109450;109460;109420;109420
18.12.2018;109420;109430;109400;109410
18.12.2018;109410;109420;109380;109390
18.12.2018;109390;109430;109370;109430
18.12.2018;109420;109460;109410;109450
18.12.2018;109430;109470;109430;109440
18.12.2018;109460;109470;109440;109440
18.12.2018;109430;109440;109420;109420
18.12.2018;109430;109450;109430;109440
18.12.2018;109440;109450;109440;109440
18.12.2018;109430;109440;109410;109430
18.12.2018;109420;109420;109360;109390
18.12.2018;109390;109420;109380;109420
18.12.2018;109430;109480;109430;109470
18.12.2018;109480;109480;109450;109450
18.12.2018;109450;109450;109420;109440
18.12.2018;109430;109440;109400;109440
18.12.2018;109430;109430;109400;109430
18.12.2018;109430;109440;109390;109410
18.12.2018;109420;109420;109390;109400
18.12.2018;109410;109420;109370;109380
18.12.2018;109390;109450;109360;109420
18.12.2018;109420;109420;109350;109370
18.12.2018;109360;109420;109360;109410
18.12.2018;109400;109400;109380;109390
18.12.2018;109400;109430;109380;109390
18.12.2018;109380;109380;109340;109360
18.12.2018;109350;109390;109340;109380
18.12.2018;109380;109380;109330;109330
18.12.2018;109330;109390;109330;109390
18.12.2018;109390;109390;109370;109380
18.12.2018;109380;109390;109370;109370
18.12.2018;109370;109400;109370;109390
18.12.2018;109400;109400;109350;109360
18.12.2018;109360;109370;109330;109330
18.12.2018;109330;109330;109270;109280
18.12.2018;109290;109290;109230;109250
18.12.2018;109260;109330;109230;109310
18.12.2018;109300;109320;109280;109300
18.12.2018;109300;109310;109220;109240
18.12.2018;109240;109270;109220;109270
18.12.2018;109260;109290;109260;109270
18.12.2018;109260;109270;109210;109250
18.12.2018;109250;109270;109230;109270
18.12.2018;109270;109270;109250;109270
18.12.2018;109270;109270;109230;109270
18.12.2018;109270;109280;109230;109240
18.12.2018;109240;109310;109240;109310
18.12.2018;109300;109310;109270;109280
18.12.2018;109270;109280;109260;109260
18.12.2018;109250;109310;109250;109290
18.12.2018;109290;109320;109290;109310
18.12.2018;109310;109390;109310;109370
18.12.2018;109380;109420;109370;109390
18.12.2018;109390;109460;109350;109410
18.12.2018;109400;109420;109390;109390
18.12.2018;109390;109400;109360;109370
18.12.2018;109360;109370;109330;109350
18.12.2018;109350;109360;109290;109300
18.12.2018;109300;109310;109250;109270
18.12.2018;109270;109270;109240;109260
18.12.2018;109260;109280;109170;109190
18.12.2018;109190;109230;109120;109180
18.12.2018;109180;109180;109130;109170
18.12.2018;109160;109220;109160;109220
18.12.2018;109200;109250;109160;109230
18.12.2018;109200;109210;109150;109160
18.12.2018;109180;109220;109120;109120
18.12.2018;109130;109190;109120;109180
18.12.2018;109190;109200;109140;109160
18.12.2018;109170;109190;109120;109150
18.12.2018;109150;109180;109090;109110
18.12.2018;109110;109130;109040;109090
18.12.2018;109090;109200;109090;109190
18.12.2018;109190;109210;109150;109170
18.12.2018;109150;109180;109130;109180
18.12.2018;109170;109170;109120;109120
18.12.2018;109120;109140;109110;109110
18.12.2018;109110;109120;109070;109120
18.12.2018;109100;109110;109060;109100
18.12.2018;109090;109120;109060;109120
18.12.2018;109120;109140;109060;109080
18.12.2018;109070;109100;109060;109060
18.12.2018;109070;109070;109010;109010
18.12.2018;109010;109050;109000;109030
18.12.2018;109020;109060;109000;109010
